OBJECTID,Boro,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID
743,QU,Free,QPL,Sunnyside,43-06 GREENPOINT AVENUE,40.74080878,-73.92166916,1005956.342,209182.937,Library,,Long Island City,QBPL_WIRELESS
744,QU,Free,QPL,Maspeth,69-70 GRAND AVENUE,40.72699537,-73.89310456,1013878.045,204158.6501,Library,,Maspeth,QBPL_WIRELESS
745,MN,Free,NYPL,George Bruce,518 WEST 125 STREET,40.81377343,-73.95706391,996135.0379,235759.626,Library,,New York,NYPL
746,MN,Free,NYPL,Riverside,127 AMSTERDAM AVENUE,40.77420291,-73.98445465,988555.6298,221340.1824,Library,,New York,NYPL
747,MN,Free,NYPL,Countee Cullen,104 WEST 136 STREET,40.81482041,-73.94119767,1000526.675,236143.6278,Library,,New York,NYPL
748,QU,Free,QPL,East Elmhurst,95-06 ASTORIA BOULEVARD,40.76242213,-73.87386663,1019191.606,217072.8294,Library,,East Elmhurst,QBPL_WIRELESS
749,QU,Free,QPL,Bellerose,250-06 HILLSIDE AVENUE,40.73515699,-73.71709897,1062651.529,207240.7073,Library,,Bellerose,QBPL_WIRELESS
750,BK,Free,BPL,Brownsville - Brooklyn Public Library,61 GLENMORE AVENUE,40.67152666,-73.90860343,1009603.335,183944.8979,Library,,Brooklyn,BPLUNWIRED
751,BK,Free,BPL,Crown Heights - Brooklyn Public Library,560 NEW YORK AVENUE,40.66118931,-73.9481023,998648.6139,180169.749,Library,,Brooklyn,BPLUNWIRED
752,BK,Free,BPL,Eastern Parkway - Brooklyn Public Library,1044 EASTERN PARKWAY,40.66848651,-73.93365085,1002656.042,182831.0307,Library,,Brooklyn,BPLUNWIRED
753,QU,Free,QPL,Bay Terrace,18-36 BELL BOULEVARD,40.7825312,-73.77700881,1046004.57,224452.683,Library,,Bayside,QBPL_WIRELESS
754,QU,Free,QPL,St. Albans,191-05 LINDEN BOULEVARD,40.69252805,-73.76010879,1050774.606,191674.179,Library,,Saint Albans,QBPL_WIRELESS
755,MN,Free,NYPL,67th Street,328 EAST 67 STREET,40.76491501,-73.95954995,995455.1029,217958.4969,Library,,New York,NYPL
756,MN,Free,NYPL,Yorkville,222 EAST 79 STREET,40.77360582,-73.95640407,996324.9689,221125.2671,Library,,New York,NYPL
757,QU,Free,QPL,Peninsula,92-25 ROCKAWAY BEACH BOULEVARD,40.58583941,-73.81606162,1035339.884,152767.1571,Library,,Rockaway Beach,QBPL_WIRELESS
758,SI,Free,NYPL,Huguenot Park,830 HUGUENOT AVENUE,40.5340583,-74.19323686,930535.802,133907.6479,Library,,Staten Island,NYPL
759,BK,Free,BPL,Ulmer Park - Brooklyn Public Library,2602 BATH AVENUE,40.59265313,-73.9886821,987393.2909,155196.1313,Library,,Brooklyn,BPLUNWIRED
760,QU,Free,QPL,Hollis,202-05 HILLSIDE AVENUE,40.72016843,-73.76230411,1050138.493,201742.7019,Library,,Hollis,QBPL_WIRELESS
761,BK,Free,BPL,Flatlands - Brooklyn Public Library,2065 FLATBUSH AVENUE,40.6197682,-73.93321326,1002790.968,165081.7158,Library,,Brooklyn,BPLUNWIRED
762,BK,Free,BPL,Kensington - Brooklyn Public Library,410 DITMAS AVENUE,40.63569422,-73.97459471,991301.1949,170877.946,Library,,Brooklyn,BPLUNWIRED
763,SI,Free,NYPL,Todt Hill-Westerleigh,2550 VICTORY BOULEVARD,40.6095775,-74.14850245,943017.2888,161396.861,Library,,Staten Island,NYPL
764,QU,Free,QPL,North Hills,57-04 MARATHON PARKWAY,40.75924513,-73.73182668,1058543.123,216003.9112,Library,,Little Neck,QBPL_WIRELESS
765,QU,Free,QPL,Baisley Park,117-11 SUTPHIN BOULEVARD,40.68031131,-73.79167861,1042030.532,187200.8793,Library,Temporary Closing,Jamaica,QBPL_WIRELESS
766,QU,Free,QPL,Glendale,78-60 73 PLACE,40.70257666,-73.87579711,1018687.738,195268.5091,Library,,Glendale,QBPL_WIRELESS
767,BX,Free,NYPL,Sedgwick,1701 MARTIN LUTHER KING JR BOULEVARD,40.84949408,-73.91757753,1007052.92,248781.7902,Library,,Bronx,NYPL
768,BK,Free,BPL,Williamsburgh - Brooklyn Public Library,240 DIVISION AVENUE,40.70693042,-73.95755461,996018.068,196833.151,Library,,Brooklyn,BPLUNWIRED
769,BK,Free,BPL,Kings Highway - Brooklyn Public Library,2115 OCEAN AVENUE,40.61025667,-73.95310585,997270.3519,161612.834,Library,,Brooklyn,BPLUNWIRED
770,MN,Free,NYPL,Harlem,9 WEST 124 STREET,40.80616044,-73.9433156,999942.4683,232988.1079,Library,,New York,NYPL
771,BX,Free,NYPL,High Bridge,78 WEST 168 STREET,40.83795891,-73.92353961,1005407.124,244577.6001,Library,,Bronx,NYPL
772,QU,Free,QPL,Lefferts,103-34 LEFFERTS BOULEVARD,40.68690729,-73.8248297,1032830.873,189583.8528,Library,,Richmond Hill,QBPL_WIRELESS
773,BK,Free,BPL,Park Slope - Brooklyn Public Library,431 6 AVENUE,40.66821669,-73.98342743,988847.4458,182726.193,Library,,Brooklyn,BPLUNWIRED
774,BX,Free,NYPL,Clason's Point,1215 MORRISON AVENUE,40.82999288,-73.8750206,1018836.808,241690.7181,Library,,Bronx,NYPL
775,QU,Free,QPL,"Ravenswood, Now a Family Literacy Center",35-32 21 STREET,40.76064312,-73.93647199,1001849.075,216405.9019,Library,,Long Island City,QBPL_WIRELESS
776,QU,Free,QPL,Woodside,54-22 SKILLMAN AVENUE,40.74534171,-73.90979374,1009245.451,210837.5931,Library,,Woodside,QBPL_WIRELESS
777,QU,Free,QPL,Hillcrest,187-05 UNION TURNPIKE,40.72925295,-73.78190892,1044695.879,205038.3239,Library,,Flushing,QBPL_WIRELESS
778,BK,Free,BPL,Bushwick - Brooklyn Public Library,340 BUSHWICK AVENUE,40.70455906,-73.93961842,1000991.508,195972.112,Library,,Brooklyn,BPLUNWIRED
779,BX,Free,NYPL,Woodstock,761 EAST 160 STREET,40.82064156,-73.90462886,1010646.729,238273.391,Library,,Bronx,NYPL
780,QU,Free,QPL,Howard Beach,92-06 156 AVENUE,40.66380446,-73.84179686,1028140.489,181157.891,Library,,Howard Beach,QBPL_WIRELESS
781,MN,Free,NYPL,Science Industry And Business,188 MADISON AVENUE,40.7481247,-73.9830631,988942.8876,211839.1069,Library,,New York,NYPL
782,MN,Free,NYPL,Roosevelt Island,524 MAIN STREET,40.76125337,-73.95016589,998055.3467,216625.783,Library,,New York,NYPL
783,BX,Free,NYPL,Castle Hill,947 CASTLE HILL AVENUE,40.82660923,-73.85018146,1025712.896,240468.7143,Library,,Bronx,NYPL
784,BK,Free,BPL,Bedford - Brooklyn Public Library,496 FRANKLIN AVENUE,40.6818102,-73.95610851,996423.5875,187681.3104,Library,,Brooklyn,BPLUNWIRED
785,BX,Free,NYPL,Throg's Neck,3025 CROSS BRONX EXPRESSWAY,40.82290357,-73.81909364,1034319.355,239134.8541,Library,,Bronx,NYPL
786,QU,Free,QPL,Rochdale Village,169-09 137 AVENUE,40.6728752,-73.77059022,1047886.743,184506.3157,Library,,Jamaica,QBPL_WIRELESS
787,QU,Free,QPL,Ridgewood,20-12 MADISON STREET,40.70517231,-73.90257238,1011262.711,196204.7891,Library,,Ridgewood,QBPL_WIRELESS
788,QU,Free,QPL,Far Rockaway,1637 CENTRAL AVENUE,40.60477211,-73.75209189,1053088.261,159708.593,Library,,Far Rockaway,QBPL_WIRELESS
789,BK,Free,BPL,Leonard - Brooklyn Public Library,81 DEVOE STREET,40.71364489,-73.94793571,998683.4731,199280.8712,Library,,Brooklyn,BPLUNWIRED
790,QU,Free,QPL,South Jamaica,108-41 GUY R BREWER BOULEVARD,40.69554015,-73.79022739,1042419.758,192750.1329,Library,,Jamaica,QBPL_WIRELESS
791,BK,Free,BPL,Ryder - Brooklyn Public Library,5902 23 AVENUE,40.61591608,-73.97604049,990901.8919,163672.1297,Library,,Brooklyn,BPLUNWIRED
792,BK,Free,BPL,Fort Hamilton - Brooklyn Public Library,9424 FOURTH AVENUE,40.61637311,-74.03136941,975540.9547,163839.2882,Library,,Brooklyn,BPLUNWIRED
793,BX,Free,NYPL,Belmont Library-Enrico Fermi Cultural Center,610 EAST 186 STREET,40.85434691,-73.88788943,1015264.133,250558.9779,Library,,Bronx,NYPL
794,QU,Free,QPL,Broad Channel,16-26 CROSS BAY BOULEVARD,40.60073211,-73.82005266,1034220.207,158190.6308,Library,,Broad Channel,QBPL_WIRELESS
795,SI,Free,NYPL,Richmondtown,200 CLARKE AVENUE,40.56653015,-74.13853388,945760.3257,145709.1099,Library,,Staten Island,NYPL
796,MN,Free,NYPL,Stephen A. Schwarzman Building,5 AVENUE & 42 STREET,40.75318405,-73.9821581,989193.269,213682.4408,Library,Temporary Closing,New York,NYPL
797,MN,Free,NYPL,Hudson Park,66 LEROY STREET,40.72998291,-74.00533101,982772.4767,205229.0729,Library,,New York,NYPL
798,QU,Free,QPL,South Ozone Park,128-16 ROCKAWAY BOULEVARD,40.67477693,-73.80926182,1037158.009,185173.4397,Library,,South Ozone Park,QBPL_WIRELESS
799,QU,Free,QPL,North Forest Park,98-27 METROPOLITAN AVENUE,40.71118563,-73.85367278,1024816.907,198414.4818,Library,,Forest Hills,QBPL_WIRELESS
800,MN,Free,NYPL,Jefferson Market,425 AVENUE OF AMERICAS,40.73460553,-73.99916928,984480.222,206913.1909,Library,,New York,NYPL
801,BK,Free,BPL,East Flatbush - Brooklyn Public Library,9612 CHURCH AVENUE,40.6557102,-73.91493839,1007851.62,178180.7516,Library,,Brooklyn,BPLUNWIRED
802,QU,Free,QPL,Ozone Park,92-24 ROCKAWAY BOULEVARD,40.68086185,-73.84648873,1026827.93,187370.0577,Library,,Ozone Park,QBPL_WIRELESS
803,BK,Free,BPL,Stone Avenue - Brooklyn Public Library,581 MOTHER GASTON BOULEVARD,40.66445379,-73.90522231,1010544.043,181369.052,Library,,Brooklyn,BPLUNWIRED
804,BK,Free,BPL,Cortelyou - Brooklyn Public Library,1305 CORTELYOU ROAD,40.64080355,-73.96596508,993695.6107,172740.2238,Library,,Brooklyn,BPLUNWIRED
805,QU,Free,QPL,Richmond Hill,118-14 HILLSIDE AVENUE,40.70076527,-73.83162542,1030936.479,194629.0179,Library,,Richmond Hill,QBPL_WIRELESS
806,MN,Free,NYPL,Epiphany,228 EAST 23 STREET,40.73808712,-73.98204889,989224.6551,208182.1542,Library,,New York,NYPL
807,MN,Free,NYPL,Seward Park,192 EAST BROADWAY,40.71445646,-73.98853727,987427.7059,199572.47,Library,,New York,NYPL
808,BK,Free,BPL,Macon - Brooklyn Public Library,361 LEWIS AVENUE,40.6830049,-73.93480547,1002331.8,188120.2547,Library,,Brooklyn,BPLUNWIRED
809,MN,Free,NYPL,Schomburg Center For Research In Black Culture,515 MALCOLM X BOULEVARD,40.81468863,-73.94095299,1000594.437,236095.6607,Library,,New York,NYPL
810,BX,Free,NYPL,Grand Concourse,155 EAST 173 STREET,40.84400191,-73.91008714,1009127.255,246782.8251,Library,,Bronx,NYPL
811,BK,Free,BPL,Paerdegat - Brooklyn Public Library,850 EAST 59 STREET,40.63263699,-73.91998488,1006459.073,169773.236,Library,,Brooklyn,BPLUNWIRED
812,BX,Free,NYPL,Eastchester,1385 EAST GUNHILL ROAD,40.8701397,-73.84506428,1027101.044,256330.9559,Library,,Bronx,NYPL
813,SI,Free,NYPL,New Dorp,309 NEW DORP LANE,40.57193185,-74.11195815,953146.5261,147666.5239,Library,,Staten Island,NYPL
814,BX,Free,NYPL,Wakefield,4100 LOWERRE PLACE,40.89108507,-73.85958124,1023073.813,263955.4105,Library,,Bronx,NYPL
815,BK,Free,BPL,Mill Basin - Brooklyn Public Library,2385 RALPH AVENUE,40.61986842,-73.91702121,1007286.08,165122.073,Library,,Brooklyn,BPLUNWIRED
816,SI,Free,NYPL,West New Brighton,976 CASTLETON AVENUE,40.63450894,-74.11482187,952380.8291,170465.981,Library,,Staten Island,NYPL
817,MN,Free,NYPL,Kips Bay,446 THIRD AVENUE,40.74382263,-73.97990765,989817.56,210271.9112,Library,,New York,NYPL
818,MN,Free,NYPL,Andrew Heiskell Braille & Talking Book Library,40 WEST 20 STREET,40.74046546,-73.99335691,986090.8831,209048.2171,Library,,New York,NYPL
819,BX,Free,NYPL,Jerome Park,118 EAMES PLACE,40.86903939,-73.90119379,1011577.594,255907.586,Library,,Bronx,NYPL
820,QU,Free,QPL,Broadway,40-20 BROADWAY,40.75852927,-73.91862332,1006794.38,215639.847,Library,,Long Island City,QBPL_WIRELESS
821,QU,Free,QPL,Elmhurst,86-01 BROADWAY,40.73858146,-73.87675877,1018402.644,208385.7719,Library,,Elmhurst,QBPL_WIRELESS
822,QU,Free,QPL,Central Adult Learning Center,91-14 MERRICK BOULEVARD,40.70596209,-73.79440753,1041251.7,196544.3999,Library,,Jamaica,QBPL_WIRELESS
823,SI,Free,NYPL,Great Kills,56 GIFFORDS LANE,40.55242326,-74.15111164,942256.9088,140575.4151,Library,,Staten Island,NYPL
824,MN,Free,NYPL,New Amsterdam,9 MURRAY STREET,40.71360652,-74.00786167,982070.5539,199262.6993,Library,,New York,NYPL
825,MN,Free,NYPL,Hamilton Fish Park,415 EAST HOUSTON STREET,40.71939728,-73.9796056,989903.3319,201373.0133,Library,,New York,NYPL
826,BX,Free,NYPL,Hunt's Point,877 SOUTHERN BOULEVARD,40.8186874,-73.89413564,1013551.89,237564.7559,Library,,Bronx,NYPL
827,BX,Free,NYPL,Allerton,2740 BARNES AVENUE,40.86680443,-73.86322248,1022080.875,255107.4242,Library,,Bronx,NYPL
828,MN,Free,NYPL,Chatham Square,33 EAST BROADWAY,40.71333307,-73.99648987,985223.0981,199162.9967,Library,,New York,NYPL
829,QU,Free,QPL,Bayside,214-20 NORTHERN BOULEVARD,40.76012558,-73.76836198,1048420.781,216295.8099,Library,,Bayside,QBPL_WIRELESS
830,QU,Free,QPL,Seaside,116-15 ROCKAWAY BEACH BOULEVARD,40.57939087,-73.8377356,1029324.177,150405.902,Library,,Rockaway Park,QBPL_WIRELESS
831,BK,Free,BPL,Coney Island - Brooklyn Public Library,1901 MERMAID AVENUE,40.57663778,-73.98606199,988121.8935,149361.4412,Library,,Brooklyn,BPLUNWIRED
832,MN,Free,NYPL,Macomb's Bridge,2650 ADAM CLAYTON POWELL JR BOULEVARD,40.82656708,-73.93593959,1001979,240424.3847,Library,,New York,NYPL
833,QU,Free,QPL,Long Island City,37-44 21 STREET,40.75780343,-73.9393093,1001063.775,215370.753,Library,,Long Island City,QBPL_WIRELESS
834,BX,Free,NYPL,Bronx Library Center,310 East Kingsbridge Road,40.86298061,-73.89450289,1013430.807,253702.2928,Library,,Bronx,NYPL
835,BX,Free,NYPL,Morris Park,985 MORRIS PARK AVENUE,40.84802911,-73.85695785,1023824.759,248269.6298,Library,,Bronx,NYPL
836,MN,Free,NYPL,Mulberry Street,10 Jersey Street,40.72409636,-73.99569899,985442.1557,203084.4029,Library,,New York,NYPL
837,MN,Free,NYPL,Grand Central,135 EAST 46 STREET,40.75406788,-73.97356772,991573.2212,214005.0501,Library,,New York,NYPL
905,MN,Free,Manhattan Down Alliance,13,"1-17 Gouverneur Lane, New York, NY 10005, USA",40.7041016,-74.0076981,982115.5958,195799.7679,Outdoor,,New York,#DwtwnAllianceFreeWiFi
906,MN,Free,Manhattan Down Alliance,14,"42 South Street, New York, NY 10005, USA",40.7036018,-74.0074997,982170.5894,195617.6712,Outdoor,,New York,#DwtwnAllianceFreeWiFi
907,MN,Free,Manhattan Down Alliance,15,"29-43 Old Slip, New York, NY 10004, USA",40.7033997,-74.0084,981920.9597,195544.0627,Outdoor,,New York,#DwtwnAllianceFreeWiFi
908,MN,Free,Manhattan Down Alliance,16,"13 Hanover Square, New York, NY 10004, USA",40.7041016,-74.009201,981698.8962,195799.8083,Outdoor,,New York,#DwtwnAllianceFreeWiFi
909,MN,Free,Manhattan Down Alliance,17,"55 Water Street, New York, NY 10041, USA",40.7033005,-74.0093002,981671.3605,195507.9463,Outdoor,,New York,#DwtwnAllianceFreeWiFi
910,MN,Free,Manhattan Down Alliance,18,"55 Water Street, New York, NY 10041, USA",40.7028999,-74.0095978,981588.8298,195362.0047,Outdoor,,New York,#DwtwnAllianceFreeWiFi
911,MN,Free,Manhattan Down Alliance,19,"55 Water Street, New York, NY 10041, USA",40.7028008,-74.0094986,981616.331,195325.8968,Outdoor,,New York,#DwtwnAllianceFreeWiFi
912,MN,Free,Manhattan Down Alliance,20,"23-39 Water Street, New York, NY 10004, USA",40.7030983,-74.0106964,981284.2313,195434.3231,Outdoor,,New York,#DwtwnAllianceFreeWiFi
913,MN,Free,Manhattan Down Alliance,21,"77 Whitehall Street, New York, NY 10004, USA",40.702301,-74.0126038,980755.3285,195143.9132,Outdoor,,New York,#DwtwnAllianceFreeWiFi
914,MN,Free,Manhattan Down Alliance,22,"83-85 Whitehall Street, New York, NY 10004, USA",40.7019005,-74.0124969,980784.9479,194997.9949,Outdoor,,New York,#DwtwnAllianceFreeWiFi
915,MN,Free,Manhattan Down Alliance,23,"Downtown Manhattan Heliport, 6 East River Piers, New York, USA",40.7015991,-74.0093002,981671.2948,194888.0755,Outdoor,,New York,#DwtwnAllianceFreeWiFi
916,MN,Free,Manhattan Down Alliance,24,"11-27 Canyon of Heroes, New York, NY 10004, USA",40.705101,-74.0139999,980368.3932,196164.0956,Outdoor,,New York,#DwtwnAllianceFreeWiFi
917,MN,Free,Manhattan Down Alliance,25,"10-30 Broadway, New York, NY 10004, USA",40.705101,-74.0139008,980395.8696,196164.0913,Outdoor,,New York,#DwtwnAllianceFreeWiFi
918,MN,Free,Manhattan Down Alliance,26,"2-8 Coenties Alley, New York, NY 10004, USA",40.7041016,-74.0105972,981311.7805,195799.8519,Outdoor,,New York,#DwtwnAllianceFreeWiFi
919,MN,Free,Manhattan Down Alliance,27,"79 Pearl Street, New York, NY 10004, USA",40.7038994,-74.0103989,981366.7531,195726.1778,Outdoor,,New York,#DwtwnAllianceFreeWiFi
920,MN,Free,Manhattan Down Alliance,28,"95 Pearl Street, New York, NY 10004, USA",40.7043991,-74.0101013,981449.2881,195908.2237,Outdoor,,New York,#DwtwnAllianceFreeWiFi
921,MN,Free,Manhattan Down Alliance,29,"54 Stone Street, New York, NY 10004, USA",40.7042999,-74.0102005,981421.7793,195872.0853,Outdoor,,New York,#DwtwnAllianceFreeWiFi
922,MN,Free,Manhattan Down Alliance,30,"74 Broadway, New York, NY 10006, USA",40.707901,-74.0121994,980867.7413,197184.1451,Outdoor,,New York,#DwtwnAllianceFreeWiFi
923,MN,Free,Manhattan Down Alliance,31,"111 Greenwich Street, New York, NY 10006, USA",40.7086983,-74.0130997,980618.1782,197474.6615,Outdoor,,New York,#DwtwnAllianceFreeWiFi
924,MN,Free,Manhattan Down Alliance,32,"250 Greenwich Street, New York, NY 10007, USA",40.7130013,-74.0118027,980977.9757,199042.3238,Outdoor,,New York,#DwtwnAllianceFreeWiFi
925,MN,Free,Manhattan Down Alliance,33,"250 Greenwich Street, New York, NY 10007, USA",40.7132988,-74.0118027,980977.9905,199150.712,Outdoor,,New York,#DwtwnAllianceFreeWiFi
926,MN,Free,Manhattan Down Alliance,34,"75 Broadway, New York, NY 10006, USA",40.7081985,-74.0121002,980895.259,197292.5297,Outdoor,,New York,#DwtwnAllianceFreeWiFi
927,MN,Free,Manhattan Down Alliance,35,"75 Broadway, New York, NY 10006, USA",40.7080994,-74.0119019,980950.2323,197256.4169,Outdoor,,New York,#DwtwnAllianceFreeWiFi
928,MN,Free,Manhattan Down Alliance,36,"74 Broadway, New York, NY 10006, USA",40.7080002,-74.0118027,980977.7303,197220.2716,Outdoor,,New York,#DwtwnAllianceFreeWiFi
929,QU,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,189-16 HILLSIDE AVENUE,40.71546616,-73.77253132,1047308,200021.9999,Payphone,Outdoor Installation,Queens,NYC Free WiFi
930,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,201 EAST 39 STREET,40.74881751,-73.97569996,990983,212092.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi
931,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,424 WEST BROADWAY,40.72514108,-74.00144673,983849.0001,203464.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
932,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,144 BLEECKER STREET,40.72815483,-73.99915213,984484.9998,204563,Payphone,Outdoor Installation,New York,NYC Free WiFi
933,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,836 6 AVENUE,40.74674735,-73.98999229,987023,211336.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
934,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,2227 BROADWAY,40.78410743,-73.97980002,989844,224949,Payphone,Outdoor Installation,New York,NYC Free WiFi
935,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,223 8 AVENUE,40.74425006,-73.99926019,984454.9999,210427.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi
936,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,6 ST MARKS PLACE,40.72932361,-73.98938876,987191,204988.9998,Payphone,Outdoor Installation,New York,NYC Free WiFi
937,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,235 8 AVENUE,40.74453826,-73.99904726,984514.0001,210531.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
938,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,531 3 AVENUE,40.74664127,-73.97744029,990501,211299,Payphone,Outdoor Installation,New York,NYC Free WiFi
939,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,183CHURCH STREET,40.71574006,-74.00728675,982230.0001,200039.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
940,QU,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,30-94 STEINWAY STREET,40.76201128,-73.91654119,1007370,216909,Payphone,Outdoor Installation,Queens,NYC Free WiFi
941,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,37 1/2 ST MARKS PLACE,40.72845331,-73.98731069,987766.9998,204672.0002,Payphone,Outdoor Installation,New York,NYC Free WiFi
942,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,75 EAST BROADWAY,40.71370628,-73.99434031,985819.0001,199299.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi
943,QU,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,35-01 JUNCTION BOULEVARD,40.7530633,-73.87164154,1019813,213663.9999,Payphone,Outdoor Installation,Queens,NYC Free WiFi
944,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,402 WEST BROADWAY,40.72427372,-74.0021827,983644.9999,203148.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
945,QU,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,42-20 BROADWAY,40.75810597,-73.91717776,1007195,215485.9999,Payphone,Outdoor Installation,Queens,NYC Free WiFi
946,QU,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,44-18 BROADWAY,40.75736099,-73.91559048,1007635,215215.0001,Payphone,Outdoor Installation,Queens,NYC Free WiFi
947,MN,Free,"TITAN OUTDOOR COMMUNICATIONS, INC.",Public Pay Telephone,1609 BROADWAY,40.76060772,-73.98456117,988527,216387,Payphone,Outdoor Installation,New York,NYC Free WiFi
948,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,192 2 AVENUE,40.73111006,-73.98583085,988177,205639.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
949,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,175 2 AVENUE,40.73047883,-73.98631447,988042.9999,205410,Payphone,Outdoor Installation,New York,NYC Free WiFi
950,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,62 9 AVENUE,40.74150521,-74.00494753,982879.0001,209427.0002,Payphone,Outdoor Installation,New York,NYC Free WiFi
951,BK,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,7911 5 AVENUE,40.62634869,-74.02390961,977613.0001,167473.0001,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi
952,BK,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,304 5 AVENUE,40.67349152,-73.98271754,989043.9999,184647.9998,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi
953,BK,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,458 ALBEE SQUARE,40.69031709,-73.98350288,988825,190778.0001,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi
954,QU,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,133-01 41 ROAD,40.75664492,-73.83102388,1031064,214987.9999,Payphone,Outdoor Installation,Queens,NYC Free WiFi
955,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,410 WEST BROADWAY,40.72478975,-74.00174617,983766,203336.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
956,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,2061 BROADWAY,40.77818742,-73.98211266,989203.9999,222792,Payphone,Outdoor Installation,New York,NYC Free WiFi
957,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,711 6 AVENUE,40.74280336,-73.99288712,986221,209899.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
958,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,80 1 AVENUE,40.72561791,-73.98671233,987932.9998,203638.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
959,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,1260 BROADWAY,40.74839951,-73.9881442,987535,211939.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi
960,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,451 3 AVENUE,40.74391337,-73.97943328,989949.0001,210305,Payphone,Outdoor Installation,New York,NYC Free WiFi
961,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,2401 2 AVENUE,40.8015772,-73.93437076,1002420,231320,Payphone,Outdoor Installation,New York,NYC Free WiFi
962,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,66 EAST 13 STREET,40.73388551,-73.99074475,986815.0001,206651.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi
963,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,824 BROADWAY,40.73310054,-73.99112733,986709,206365,Payphone,Outdoor Installation,New York,NYC Free WiFi
964,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,43 AVENUE C,40.72200765,-73.98037803,989688.9999,202323.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
965,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,69 5 AVENUE,40.73610346,-73.99353374,986042,207459.0002,Payphone,Outdoor Installation,New York,NYC Free WiFi
966,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,460 PARK AVENUE SOUTH,40.74509142,-73.98280363,989015,210733.9998,Payphone,Outdoor Installation,New York,NYC Free WiFi
